codigo,tipo,finalidade,bairro,cidade,dormitorios,suites,vagas,area_util,area_total,preco,condominio,iptu,descricao,caracteristicas,endereco_aproximado,fotos,video,status,corretor_responsavel,data_cadastro,url
3584637,Terreno,Venda,CENTRO,Veranópolis,0,0,0,0,1600,8000000,,,"Terreno Urbano para Venda, Veranópolis / RS, bairro CENTRO, área total 1.600,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20250508111545889.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3584637/terreno-urbano-venda-veranopolis-rs-centro
2431202,Sala Comercial,Venda,CENTRO,,0,0,0,219,0,2550000,,,"Sala Comercial para Venda, bairro CENTRO, área útil 219,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20230912094655956.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2431202/sala-comercial-venda-centro-edificio-reinaldo-vuelma
2694492,,,,,0,0,0,0,0,2096000,,,"Casa de 3 dormitórios, 1 suíte, 4 vagas e 3 salas no Condomínio Clube Residencial Paraíso, Vila Flores. Mobiliada, com aquecimento solar e móveis planejados!",,,https://www.vaneiscussel.com/imagens/imoveis/2023121722515850.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2694492/casa-venda-vila-flores-rs-linha-aimore-condomino-clube-residencial-paraiso
3492989,Sala Comercial,Venda,CENTRO,Veranópolis,0,0,0,0,0,1790000,,,"Sala Comercial para Venda, Veranópolis / RS, bairro CENTRO",,,https://www.vaneiscussel.com/imagens/imoveis/202503181543104560.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3492989/sala-comercial-venda-veranopolis-rs-centro
1538056,Apartamento,Venda,CENTRO,Veranópolis,4,4,4,384,427,1690000,,,"Apartamento 4 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 4 dormitórios, sendo 4 suítes, 5 banheiros, 4 vagas de garagem, área total 427,00 m², área útil 384,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20250814095929913.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/1538056/apartamento-4-quartos-venda-veranopolis-rs-centro-theone-residence
3902366,Casa,Venda,Femaçã,Veranópolis,3,1,2,208,378,1592000,,,"Casa para Venda, Veranópolis / RS, bairro Femaçã, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, área total 378,00 m², área útil 208,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202511170956438137.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3902366/casa-venda-veranopolis-rs-femaca-residencial-morada-do-bosque
1948092,Apartamento,Venda,CENTRO,,3,3,3,245,0,1380000,,,"Apartamento 3 Quartos para Venda, bairro CENTRO, 3 dormitórios, sendo 3 suítes, 4 banheiros, 3 vagas de garagem, área útil 245,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20221028011145784.JPG,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/1948092/apartamento-3-quartos-venda-centro-atrium-residence
2075132,Apartamento,Venda,CENTRO,Veranópolis,3,3,3,146.01,0,1270000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 3 suítes, 4 banheiros, 3 vagas de garagem, área útil 146,01 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20230307115009309.JPG,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2075132/apartamento-3-quartos-venda-veranopolis-rs-centro
2478198,Apartamento,Venda,CENTRO,Veranópolis,3,1,2,175.29,0,1230000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, área útil 175,29 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20230821091547680.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2478198/apartamento-3-quartos-venda-veranopolis-rs-centro-edificio-reinaldo
4041468,Apartamento,Venda,CENTRO,Veranópolis,3,1,2,238.63,0,1196000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, mobiliado, área útil 238,63 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202602261102293427.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/4041468/apartamento-3-quartos-venda-veranopolis-rs-centro-edificio-contemporaneo
4041867,Casa,Venda,Linha Aimoré,,3,1,2,210,990,1196000,,,"Casa para Venda, Vila Flores / RS, bairro Linha Aimoré, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, área total 990,00 m², área útil 210,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202602261154082432.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/4041867/casa-venda-vila-flores-rs-linha-aimore-condomino-clube-residencial-paraiso
4185499,Casa,Venda,,Veranópolis,3,1,2,200,0,1097000,,,"Casa para Venda, Veranópolis / RS, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, mobiliado, área útil 200,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202604221142422716.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/4185499/casa-venda-veranopolis-rs
2872365,Terreno,Venda,Medianeira,Veranópolis,0,0,0,0,1472.32,1080000,,,"Terreno Urbano para Venda, Veranópolis / RS, bairro Medianeira, área total 1.472,32 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20240408151334834.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2872365/terreno-urbano-venda-veranopolis-rs-medianeira
3269941,Cobertura,Venda,CENTRO,,3,1,3,170,0,1070000,,,"Cobertura para Venda, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 3 vagas de garagem, mobiliado, área útil 170,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202410171009226874.JPG,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3269941/cobertura-venda-centro-edificio-villa-di-lucca
2193776,Casa,Venda,Barro Preto,,3,1,2,0,0,1060000,,,"Casa para Venda, Vila Flores / RS, bairro Barro Preto, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, mobiliado, área construída 237,20 m², terreno 1.000,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20230328103908435.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2193776/casa-venda-vila-flores-rs-barro-preto-paraiso-clube-residencial
2112985,Apartamento,Venda,CENTRO,Veranópolis,3,1,1,150,0,944000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 1 vaga de garagem, área útil 150,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20230201155602530.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2112985/apartamento-3-quartos-venda-veranopolis-rs-centro-onix-residence
3325873,Apartamento,Venda,CENTRO,Veranópolis,3,2,2,118.29,136.7,944000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 2 suítes, 3 banheiros, 2 vagas de garagem, mobiliado, área total 136,70 m², área útil 118,29 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202411261044061551.JPG,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3325873/apartamento-3-quartos-venda-veranopolis-rs-centro-condominio-vicente-dallagnol
1856403,Casa,Venda,São Pelegrino,Veranópolis,3,1,2,0,0,890000,,,"Casa para Venda, Veranópolis / RS, bairro São Pelegrino, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, área construída 178,00 m², terreno 408,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20220916003510165.jpeg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/1856403/casa-venda-veranopolis-rs-sao-pelegrino
2860294,Cobertura,Venda,CENTRO,Veranópolis,3,1,2,216.2,358.01,890000,,,"Cobertura para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, mobiliado, área total 358,01 m², área útil 216,20 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20260416111755500.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2860294/cobertura-venda-veranopolis-rs-centro-edificio-assunta-baldissera
3173011,Casa,Venda,Femaçã,Veranópolis,3,0,2,0,338,854000,,,"Casa para Venda, Veranópolis / RS, bairro Femaçã, 3 dormitórios, 2 banheiros, 2 vagas de garagem, mobiliado, área total 338,00 m², terreno 360,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202409021046169843.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3173011/casa-venda-veranopolis-rs-femaca
1859208,Casa,Venda,Capela Caravagio,Cotiporã,4,2,1,0,0,836000,,,"Casa para Venda, Cotiporã / RS, bairro Capela Caravagio, 4 dormitórios, sendo 2 suítes, 4 banheiros, 1 vaga de garagem, mobiliado, área construída 250,00 m², terreno 1.200,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20220926105746224.JPG,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/1859208/casa-venda-cotipora-rs-capela-caravagio
3245173,Apartamento,Venda,CENTRO,Veranópolis,3,1,1,155,0,818000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 1 vaga de garagem, área útil 155,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202603091431577440.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3245173/apartamento-3-quartos-venda-veranopolis-rs-centro-urban-515
1552644,Apartamento,Venda,CENTRO,Veranópolis,3,1,2,124.6,0,800000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 2 vagas de garagem, mobiliado, área útil 124,60 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20220417205948926.jpeg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/1552644/apartamento-3-quartos-venda-veranopolis-rs-centro-edificio-neo-404
3631386,Apartamento,Venda,CENTRO,Veranópolis,2,1,1,0,154.79,791000,,,"Apartamento 2 dormitórios para Venda, Veranópolis / RS, bairro CENTRO, 2 dormitórios, sendo 1 suíte, 2 banheiros, 1 vaga de garagem, mobiliado, área total 154,79 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202506041505232921.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3631386/apartamento-2-dormitorios-venda-veranopolis-rs-centro-edificio-maximus
3697523,Cobertura,Venda,CENTRO,Veranópolis,2,1,2,100,148,791000,,,"Cobertura para Venda, Veranópolis / RS, bairro CENTRO, 2 dormitórios, sendo 1 suíte, 2 banheiros, 2 vagas de garagem, mobiliado, área total 148,00 m², área útil 100,00 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202508141031385705.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/3697523/cobertura-venda-veranopolis-rs-centro-residencial-montaury-963
2112885,Apartamento,Venda,CENTRO,Veranópolis,3,1,1,124.6,0,780000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 3 banheiros, 1 vaga de garagem, área útil 124,60 m²",,,https://www.vaneiscussel.com/imagens/imoveis/202302011515114753.jpeg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2112885/apartamento-3-quartos-venda-veranopolis-rs-centro-neo-404
2865020,Apartamento,Venda,CENTRO,Veranópolis,3,1,1,113.68,0,780000,,,"Apartamento 3 Quartos para Venda, Veranópolis / RS, bairro CENTRO, 3 dormitórios, sendo 1 suíte, 2 banheiros, 1 vaga de garagem, área útil 113,68 m²",,,https://www.vaneiscussel.com/imagens/imoveis/20250922151939845.jpg,,Ativo,Vanei,2026-05-06,https://www.vaneiscussel.com/imovel/2865020/apartamento-3-quartos-venda-veranopolis-rs-centro-edificio-deodoro-470
